"general_id","idprovince","province"
"566115432","ITC4B","Mantova"
"612280672","ITC4D","Monza e della Brianza"
"536770656","ITC4C","Milano"
"607866505","ITC4C","Milano"
"556069437","ITC46","Bergamo"
"611297326","ITC48","Pavia"
"550630479","ITC4C","Milano"
"586871920","ITC4C","Milano"
"367098080","ITC42","Como"
"592859445","ITC46","Bergamo"
"575828179","ITC4C","Milano"
"533796972","ITC43","Lecco"
"591579863","ITC4C","Milano"
"572289592","ITC43","Lecco"
"542328094","ITC47","Brescia"
"572286515","ITC46","Bergamo"
"568050986","ITC41","Varese"
"582599068","ITC4C","Milano"
"543459275","ITC48","Pavia"
"550871436","ITC4B","Mantova"
"542328835","ITC44","Sondrio"
"591110914","ITC48","Pavia"
"589073740","ITC48","Pavia"
"566114963","ITC42","Como"
"575844856","ITC46","Bergamo"
"547903111","ITC4C","Milano"
"567212490","ITC46","Bergamo"
"564294992","ITC41","Varese"
"547537210","ITC46","Bergamo"
"550867251","ITC43","Lecco"
"611336456","ITC4D","Monza e della Brianza"
"585529063","ITC47","Brescia"
"580755344","ITC4C","Milano"
"547536582","ITC4C","Milano"
"595879170","ITC4C","Milano"
"578563903","ITC4C","Milano"
"561537167","ITC43","Lecco"
"471049984","ITC4C","Milano"
"571506727","ITC42","Como"
"588558708","ITC46","Bergamo"
"591307267","ITC41","Varese"
"542323745","ITC4C","Milano"
"503853851","ITC4C","Milano"
"541794659","ITC47","Brescia"
"536759607","ITC46","Bergamo"
"592859059","ITC4D","Monza e della Brianza"
"547533142","ITC47","Brescia"
"612921869","ITC46","Bergamo"
"586211560","ITC48","Pavia"
"591062692","ITC41","Varese"
"567216337","ITC47","Brescia"
"566879317","ITC46","Bergamo"
"547529532","ITC46","Bergamo"
"592856954","ITC4C","Milano"
"536759615","ITC46","Bergamo"
"597962377","ITC46","Bergamo"
"596139002","ITC4C","Milano"
"593710457","ITC4D","Monza e della Brianza"
"488645197","ITC41","Varese"
"547538517","ITC4C","Milano"
"556201373","ITC46","Bergamo"
"589970941","ITC43","Lecco"
"509894529","ITC4C","Milano"
"578217796","ITC4C","Milano"
"566077306","ITC49","Lodi"
"566077275","ITC4C","Milano"
"543456468","ITC4C","Milano"
"595866120","ITC4C","Milano"
"614459140","ITC46","Bergamo"
"561533821","ITC47","Brescia"
"586847756","ITC4C","Milano"
"584810569","ITC4D","Monza e della Brianza"
"580752589","ITC43","Lecco"
"585239412","ITC46","Bergamo"
"541370431","ITC4C","Milano"
"533699229","ITC47","Brescia"
"561533840","ITC4C","Milano"
"591579277","ITC46","Bergamo"
"613925724","ITC4C","Milano"
"614838825","ITC4C","Milano"
"506969471","ITC4C","Milano"
"566077209","ITC41","Varese"
"566229783","ITC4C","Milano"
"566076353","ITC46","Bergamo"
"585173231","ITC43","Lecco"
"550796475","ITC4C","Milano"
"555052760","ITC49","Lodi"
"591311704","ITC4C","Milano"
"582687271","ITC41","Varese"
"593710458","ITC4D","Monza e della Brianza"
"566080130","ITC4D","Monza e della Brianza"
"566115091","ITC4C","Milano"
"509988062","ITC4C","Milano"
"564294959","ITC47","Brescia"
"552691413","ITC4C","Milano"
"551794599","ITC4C","Milano"
"572290922","ITC46","Bergamo"
"592812606","ITC4D","Monza e della Brianza"
"565324351","ITC4C","Milano"
"547902448","ITC4A","Cremona"
"605066834","ITC41","Varese"
"548800020","ITC4C","Milano"
"566079739","ITC41","Varese"
"582629513","ITC47","Brescia"
"572286296","ITC4C","Milano"
"598529074","ITC4C","Milano"
"572291619","ITC47","Brescia"
"543529341","ITC41","Varese"
"533464980","ITC47","Brescia"
"556081877","ITC4D","Monza e della Brianza"
"608535017","ITC4C","Milano"
"573480373","ITC47","Brescia"
"547539722","ITC41","Varese"
"533795950","ITC41","Varese"
"533798706","ITC4A","Cremona"
"605066643","ITC4C","Milano"
"536769888","ITC4C","Milano"
"563714171","ITC4C","Milano"
"566343003","ITC4C","Milano"
"612953931","ITC47","Brescia"
"589097580","ITC4C","Milano"
"572290544","ITC43","Lecco"
"588080697","ITC4C","Milano"
"591579797","ITC4D","Monza e della Brianza"
"509990588","ITC4A","Cremona"
"550868389","ITC4C","Milano"
"547902408","ITC4A","Cremona"
"586677326","ITC4C","Milano"
"547539025","ITC4C","Milano"
"546235392","ITC4C","Milano"
"598176439","ITC4C","Milano"
"508624332","ITC41","Varese"
"573459329","ITC4C","Milano"
"576586472","ITC41","Varese"
"556080171","ITC46","Bergamo"
"536756672","ITC43","Lecco"
"593191756","ITC4C","Milano"
"562728589","ITC41","Varese"
"607964735","ITC4C","Milano"
"556084174","ITC41","Varese"
"579812900","ITC44","Sondrio"
"532532506","ITC44","Sondrio"
"533807353","ITC47","Brescia"
"543456267","ITC46","Bergamo"
"591575099","ITC4D","Monza e della Brianza"
"580752751","ITC44","Sondrio"
"573710762","ITC41","Varese"
"580413264","ITC4C","Milano"
"490690371","ITC44","Sondrio"
"592860054","ITC47","Brescia"
"550864375","ITC4D","Monza e della Brianza"
"588558847","ITC4B","Mantova"
"548133821","ITC4B","Mantova"
"509995131","ITC4C","Milano"
"550866330","ITC43","Lecco"
"605066684","ITC4C","Milano"
"553923866","ITC42","Como"
"588292900","ITC46","Bergamo"
"586847527","ITC4C","Milano"
"580470220","ITC4C","Milano"
"454020298","ITC41","Varese"
"579455697","ITC4D","Monza e della Brianza"
"557655958","ITC4C","Milano"
"504320754","ITC47","Brescia"
"576584676","ITC4C","Milano"
"557620122","ITC49","Lodi"
"497809877","ITC46","Bergamo"
"578216155","ITC43","Lecco"
"600180855","ITC47","Brescia"
"605013513","ITC4B","Mantova"
"611334090","ITC4A","Cremona"
"550869100","ITC46","Bergamo"
"545123000","ITC47","Brescia"
"586847890","ITC4C","Milano"
"543451630","ITC4C","Milano"
"593465921","ITC4C","Milano"
"585184658","ITC4C","Milano"
"566799455","ITC43","Lecco"
"599579266","ITC46","Bergamo"
"532466309","ITC46","Bergamo"
"589478139","ITC4C","Milano"
"566341911","ITC4D","Monza e della Brianza"
"596138053","ITC41","Varese"
"566328324","ITC48","Pavia"
"542331343","ITC48","Pavia"
"556084810","ITC4A","Cremona"
"572289261","ITC4D","Monza e della Brianza"
"571483361","ITC4D","Monza e della Brianza"
"588291763","ITC4D","Monza e della Brianza"
"536767024","ITC4A","Cremona"
"567441568","ITC47","Brescia"
"561536718","ITC42","Como"
"553154694","ITC47","Brescia"
"550864991","ITC4C","Milano"
"533812507","ITC4D","Monza e della Brianza"
"547901064","ITC46","Bergamo"
"555028153","ITC4C","Milano"
"556084905","ITC46","Bergamo"
"565309357","ITC4D","Monza e della Brianza"
"578220077","ITC42","Como"
"608534050","ITC47","Brescia"
"579817050","ITC48","Pavia"
"492247509","ITC49","Lodi"
"572283177","ITC46","Bergamo"
"580450816","ITC4A","Cremona"
"533464707","ITC41","Varese"
"591307377","ITC41","Varese"
"576559726","ITC47","Brescia"
"508215282","ITC4C","Milano"
"586211432","ITC4A","Cremona"
"596434355","ITC4C","Milano"
"572288778","ITC42","Como"
"555183711","ITC4C","Milano"
"536764562","ITC48","Pavia"
"547535532","ITC41","Varese"
"556084167","ITC4C","Milano"
"492808282","ITC4B","Mantova"
"541770836","ITC46","Bergamo"
"556077787","ITC4C","Milano"
"557673731","ITC4D","Monza e della Brianza"
"547709836","ITC4C","Milano"
"580754524","ITC4A","Cremona"
"552345536","ITC46","Bergamo"
"615472429","ITC4D","Monza e della Brianza"
"582601927","ITC41","Varese"
"446788129","ITC4C","Milano"
"595438642","ITC4C","Milano"
"607242065","ITC47","Brescia"
"552688251","ITC4B","Mantova"
"578562153","ITC4C","Milano"
"550796496","ITC4C","Milano"
"596998202","ITC46","Bergamo"
"586689050","ITC4C","Milano"
"609403684","ITC4C","Milano"
"558357926","ITC4C","Milano"
"593048152","ITC41","Varese"
"609574040","ITC48","Pavia"
"595200931","ITC4D","Monza e della Brianza"
"609072686","ITC4C","Milano"
"583220323","ITC4C","Milano"
"542346305","ITC4C","Milano"
"530919388","ITC4C","Milano"
"545566376","ITC47","Brescia"
"542356498","ITC4C","Milano"
"596135073","ITC4C","Milano"
"563604714","ITC41","Varese"
"611347173","ITC4C","Milano"
"595434353","ITC47","Brescia"
"599597066","ITC4C","Milano"
"544537030","ITC4B","Mantova"
"550867295","ITC4C","Milano"
"563450684","ITC4C","Milano"
"503795317","ITC4C","Milano"
"533822332","ITC46","Bergamo"
"548609067","ITC4C","Milano"
"561536491","ITC4D","Monza e della Brianza"
"590153146","ITC48","Pavia"
"609768065","ITC4C","Milano"
"609395915","ITC4C","Milano"
"591575610","ITC4A","Cremona"
"541794277","ITC4C","Milano"
"595435075","ITC4C","Milano"
"558341461","ITC4B","Mantova"
"586848156","ITC48","Pavia"
"605575538","ITC4C","Milano"
"578215071","ITC4C","Milano"
"568789423","ITC48","Pavia"
"586680877","ITC42","Como"
"614426890","ITC47","Brescia"
"607861015","ITC4A","Cremona"
"591310750","ITC49","Lodi"
"542350245","ITC48","Pavia"
"566078783","ITC4C","Milano"
"533559670","ITC4C","Milano"
"507652760","ITC4C","Milano"
"612966883","ITC4D","Monza e della Brianza"
"550858940","ITC4C","Milano"
"606429517","ITC4C","Milano"
"550870783","ITC42","Como"
"563492225","ITC4C","Milano"
"590149650","ITC41","Varese"
"547536846","ITC47","Brescia"
"460044035","ITC4C","Milano"
"566335048","ITC4C","Milano"
"550865561","ITC4C","Milano"
"572272035","ITC46","Bergamo"
"592495069","ITC4C","Milano"
"530405944","ITC4C","Milano"
"558341844","ITC4C","Milano"
"596163080","ITC4C","Milano"
"607244519","ITC48","Pavia"
"547901048","ITC44","Sondrio"
"594489633","ITC41","Varese"
"609408476","ITC4C","Milano"
"578212814","ITC4C","Milano"
"576533931","ITC4C","Milano"
"543455754","ITC49","Lodi"
"607238038","ITC47","Brescia"
"573708827","ITC4C","Milano"
"609290560","ITC4C","Milano"
"586892973","ITC47","Brescia"
"578211496","ITC4C","Milano"
"543466923","ITC47","Brescia"
"558785612","ITC43","Lecco"
"509985065","ITC4C","Milano"
"542351463","ITC4C","Milano"
"433164536","ITC46","Bergamo"
"576587164","ITC47","Brescia"
"609573461","ITC41","Varese"
"598128622","ITC4C","Milano"
"582603138","ITC4C","Milano"
"546792004","ITC4C","Milano"
"590151354","ITC4C","Milano"
"561578134","ITC4D","Monza e della Brianza"
"593190233","ITC4C","Milano"
"566803151","ITC47","Brescia"
"611343183","ITC49","Lodi"
"609574550","ITC4C","Milano"
"607865054","ITC46","Bergamo"
"584067842","ITC42","Como"
"566075819","ITC4C","Milano"
"503849124","ITC4C","Milano"
"610538154","ITC4D","Monza e della Brianza"
"499609181","ITC4C","Milano"
"605069039","ITC4C","Milano"
"553161753","ITC4C","Milano"
"605746412","ITC4A","Cremona"
"557461259","ITC46","Bergamo"
"573582254","ITC49","Lodi"
"573974471","ITC4D","Monza e della Brianza"
"591311784","ITC4C","Milano"
"580755563","ITC4C","Milano"
"576582761","ITC4C","Milano"
"536756410","ITC43","Lecco"
"530797349","ITC49","Lodi"
"536762169","ITC47","Brescia"
"558495347","ITC4A","Cremona"
"609395939","ITC4C","Milano"
"578213297","ITC4C","Milano"
"566333019","ITC4B","Mantova"
"609768289","ITC4C","Milano"
"580756080","ITC4D","Monza e della Brianza"
"509993238","ITC41","Varese"
"567309534","ITC48","Pavia"
"544541863","ITC42","Como"
"591056260","ITC4C","Milano"
"605069973","ITC4C","Milano"
"508862487","ITC4C","Milano"
"613937606","ITC49","Lodi"
"533804344","ITC4C","Milano"
"595401485","ITC4C","Milano"
"547903043","ITC4C","Milano"
"533524695","ITC48","Pavia"
"547900886","ITC43","Lecco"
"557582825","ITC47","Brescia"
"597002807","ITC4C","Milano"
"599776350","ITC46","Bergamo"
"557669742","ITC4C","Milano"
"592279420","ITC4C","Milano"
"612564469","ITC49","Lodi"
"547902734","ITC4B","Mantova"
"573436017","ITC4C","Milano"
"566339233","ITC4C","Milano"
"536290781","ITC4D","Monza e della Brianza"
"503844907","ITC4C","Milano"
"533559076","ITC46","Bergamo"
"563492303","ITC42","Como"
"610523104","ITC4C","Milano"
"586249175","ITC41","Varese"
"595436554","ITC48","Pavia"
"607905009","ITC4D","Monza e della Brianza"
"578218087","ITC4C","Milano"
"556079900","ITC4A","Cremona"
"614834618","ITC4C","Milano"
"497720942","ITC42","Como"
"475122477","ITC46","Bergamo"
"561733515","ITC44","Sondrio"
"605294207","ITC47","Brescia"
"609574596","ITC4C","Milano"
"422128473","ITC4C","Milano"
"585182056","ITC4D","Monza e della Brianza"
"612564990","ITC4B","Mantova"
"612871148","ITC46","Bergamo"
"596136975","ITC4C","Milano"
"544416388","ITC4B","Mantova"
"612873712","ITC4C","Milano"
"446791600","ITC4C","Milano"
"547903748","ITC4D","Monza e della Brianza"
"550295901","ITC49","Lodi"
"557565330","ITC46","Bergamo"
"587452527","ITC4C","Milano"
"543465559","ITC42","Como"
"533800844","ITC47","Brescia"
"611296674","ITC47","Brescia"
"598174401","ITC4C","Milano"
"558472553","ITC4C","Milano"
"592087046","ITC4C","Milano"
"565309367","ITC46","Bergamo"
"575779468","ITC4C","Milano"
"576583053","ITC47","Brescia"
"558009583","ITC4C","Milano"
"561577181","ITC4C","Milano"
"552441284","ITC4C","Milano"
"548802435","ITC4C","Milano"
"578213545","ITC4C","Milano"
"597521571","ITC46","Bergamo"
"607254518","ITC4C","Milano"
"550785801","ITC47","Brescia"
"607861268","ITC41","Varese"
"543972600","ITC41","Varese"
"509879208","ITC4C","Milano"
"611333069","ITC48","Pavia"
"588854757","ITC46","Bergamo"
"595433297","ITC4C","Milano"
"553075179","ITC43","Lecco"
"533813665","ITC46","Bergamo"
"595433740","ITC4C","Milano"
"563637096","ITC4C","Milano"
"556078332","ITC48","Pavia"
"578212783","ITC4C","Milano"
"609769703","ITC4C","Milano"
"555260017","ITC49","Lodi"
"550867846","ITC46","Bergamo"
"541164305","ITC4B","Mantova"
"566329730","ITC49","Lodi"
"605156851","ITC47","Brescia"
"612871765","ITC48","Pavia"
"607862830","ITC47","Brescia"
"547900997","ITC44","Sondrio"
"530897861","ITC46","Bergamo"
"591577206","ITC4D","Monza e della Brianza"
"573709324","ITC43","Lecco"
"565849699","ITC4C","Milano"
"566334244","ITC4C","Milano"
"607867054","ITC47","Brescia"
"607863613","ITC47","Brescia"
"552760237","ITC46","Bergamo"
"593190462","ITC4C","Milano"
"576124042","ITC4C","Milano"
"504340782","ITC4C","Milano"
"504305657","ITC4D","Monza e della Brianza"
"580756390","ITC4D","Monza e della Brianza"
"295638078","ITC4C","Milano"
"580323873","ITC4C","Milano"
"531477388","ITC48","Pavia"
"536769735","ITC4C","Milano"
"578217395","ITC4C","Milano"
"597994032","ITC41","Varese"
"533512728","ITC46","Bergamo"
"566763183","ITC4C","Milano"
"536764223","ITC48","Pavia"
"536770333","ITC4C","Milano"
"550865722","ITC4C","Milano"
"556079214","ITC4C","Milano"
"582600499","ITC4C","Milano"
"609290721","ITC4C","Milano"
"547534089","ITC49","Lodi"
"551036718","ITC4C","Milano"
"609406314","ITC4C","Milano"
"609768774","ITC47","Brescia"
"567065310","ITC4C","Milano"
"566336194","ITC4C","Milano"
"533789192","ITC4D","Monza e della Brianza"
"566702253","ITC48","Pavia"
"595438440","ITC4C","Milano"
"609573741","ITC46","Bergamo"
"560395144","ITC4C","Milano"
"578575198","ITC4D","Monza e della Brianza"
"492804059","ITC43","Lecco"
"607864724","ITC4C","Milano"
"557522486","ITC42","Como"
"566966049","ITC47","Brescia"
"542357814","ITC41","Varese"
"609409114","ITC48","Pavia"
"578217321","ITC4C","Milano"
"488638789","ITC4C","Milano"
"566328345","ITC48","Pavia"
"605066902","ITC4A","Cremona"
"547710021","ITC4C","Milano"
"611338175","ITC47","Brescia"
"580414489","ITC4C","Milano"
"582600794","ITC4C","Milano"
"578217139","ITC4C","Milano"
"552761361","ITC4C","Milano"
"560463549","ITC4D","Monza e della Brianza"
"533802890","ITC4C","Milano"
"580752509","ITC43","Lecco"
"575120807","ITC4C","Milano"
"567128366","ITC4C","Milano"
"501877965","ITC48","Pavia"
"596136047","ITC4C","Milano"
"592094668","ITC4D","Monza e della Brianza"
"612630526","ITC4C","Milano"
"611342785","ITC4C","Milano"
"609766328","ITC4C","Milano"
"547530687","ITC4D","Monza e della Brianza"
"544576966","ITC41","Varese"
"561538914","ITC46","Bergamo"
"442208206","ITC42","Como"
"541794413","ITC4C","Milano"
"606453806","ITC4C","Milano"
"561539311","ITC4C","Milano"
"533861906","ITC43","Lecco"
"573542572","ITC4C","Milano"
"509993010","ITC47","Brescia"
"563450747","ITC4C","Milano"
"598174896","ITC4C","Milano"
"574939742","ITC4C","Milano"
"548777045","ITC4C","Milano"
"576488670","ITC47","Brescia"
"575646414","ITC48","Pavia"
"582602454","ITC47","Brescia"
"607252943","ITC42","Como"
"599579345","ITC46","Bergamo"
"609574506","ITC4C","Milano"
"593048447","ITC4C","Milano"
"547902912","ITC4C","Milano"
"509987897","ITC4C","Milano"
"566762781","ITC4D","Monza e della Brianza"
"584789616","ITC4D","Monza e della Brianza"
"552347693","ITC4C","Milano"
"589009371","ITC49","Lodi"
"533847379","ITC4C","Milano"
"578214196","ITC4C","Milano"
"591172647","ITC4C","Milano"
"566228989","ITC4C","Milano"
"503772597","ITC4C","Milano"
"508861610","ITC4C","Milano"
"597409578","ITC4C","Milano"
"550870898","ITC4C","Milano"
"509993397","ITC4C","Milano"
"560373504","ITC4C","Milano"
"542354199","ITC4C","Milano"
"551124586","ITC4C","Milano"
"614276929","ITC4B","Mantova"
"508666238","ITC48","Pavia"
"594758035","ITC4C","Milano"
"547949596","ITC4C","Milano"
"590148444","ITC4C","Milano"
"569389671","ITC4D","Monza e della Brianza"
"451365661","ITC4C","Milano"
"612924763","ITC4C","Milano"
"550638763","ITC4C","Milano"
"533796298","ITC4B","Mantova"
"586845079","ITC4C","Milano"
"552726356","ITC4C","Milano"
"591310782","ITC49","Lodi"
"588293065","ITC4C","Milano"
"609290499","ITC48","Pavia"
"591617610","ITC4D","Monza e della Brianza"
"578218790","ITC46","Bergamo"
"609767941","ITC4B","Mantova"
"597003016","ITC4C","Milano"
"550864388","ITC48","Pavia"
"596136084","ITC4C","Milano"
"596136432","ITC47","Brescia"
"329710759","ITC4C","Milano"
"606428293","ITC4C","Milano"
"462317456","ITC4D","Monza e della Brianza"
"578216152","ITC4C","Milano"
"578213468","ITC4C","Milano"
"543459256","ITC43","Lecco"
"609573490","ITC41","Varese"
"550297503","ITC4C","Milano"
"591307297","ITC4C","Milano"
"598172910","ITC42","Como"
"543980462","ITC4C","Milano"
"591578240","ITC4B","Mantova"
"614463612","ITC4C","Milano"
"561586587","ITC47","Brescia"
"566335763","ITC4C","Milano"
"561048593","ITC4C","Milano"
"590635267","ITC4C","Milano"
"590149842","ITC4C","Milano"
"609574420","ITC4C","Milano"
"599743859","ITC48","Pavia"
"547529645","ITC4C","Milano"
"509989303","ITC4D","Monza e della Brianza"
"592790241","ITC4C","Milano"
"580755717","ITC4C","Milano"
"580755092","ITC4C","Milano"
"566078675","ITC42","Como"
"568081653","ITC4C","Milano"
"592273600","ITC4C","Milano"
"542326846","ITC4B","Mantova"
"614250160","ITC4C","Milano"
"612564248","ITC48","Pavia"
"614840155","ITC43","Lecco"
"611335300","ITC46","Bergamo"
"606430359","ITC41","Varese"
"547902898","ITC4C","Milano"
"576331254","ITC42","Como"
"547535522","ITC47","Brescia"
"572290373","ITC43","Lecco"
"586847791","ITC42","Como"
"567116312","ITC4C","Milano"
"542351567","ITC4C","Milano"
"595435983","ITC46","Bergamo"
"560354937","ITC4C","Milano"
"599599246","ITC46","Bergamo"
"596139093","ITC4C","Milano"
"552742129","ITC4C","Milano"
"607904740","ITC47","Brescia"
"568960701","ITC4C","Milano"
"612922845","ITC4C","Milano"
"580486731","ITC42","Como"
"497722127","ITC4D","Monza e della Brianza"
"594945216","ITC4C","Milano"
"576586162","ITC41","Varese"
"550863323","ITC4C","Milano"
"540837081","ITC4C","Milano"
"552703198","ITC48","Pavia"
"547622151","ITC41","Varese"
"544509377","ITC47","Brescia"
"575631758","ITC4C","Milano"
"605069612","ITC46","Bergamo"
"557672272","ITC4C","Milano"
"578560115","ITC47","Brescia"
"609768668","ITC4C","Milano"
"547902858","ITC4C","Milano"
"593191479","ITC46","Bergamo"
"509315054","ITC4C","Milano"
"557668201","ITC4C","Milano"
"567571332","ITC4D","Monza e della Brianza"
"548675270","ITC4B","Mantova"
"563452958","ITC4C","Milano"
"612871705","ITC46","Bergamo"
"589987109","ITC4A","Cremona"
"613130541","ITC4C","Milano"
"503799704","ITC46","Bergamo"
"573974736","ITC41","Varese"
"547531498","ITC48","Pavia"
"596434428","ITC41","Varese"
"580414167","ITC4C","Milano"
"609290721","ITC48","Pavia"
"503792424","ITC4A","Cremona"
"548139443","ITC4C","Milano"
"609290320","ITC46","Bergamo"
"592252910","ITC4C","Milano"
"565312452","ITC4C","Milano"
"543497804","ITC4C","Milano"
"612578430","ITC4C","Milano"
"578219731","ITC47","Brescia"
"544537052","ITC4B","Mantova"
"544414158","ITC47","Brescia"
"589565384","ITC4C","Milano"
"542327253","ITC46","Bergamo"
"612872163","ITC4C","Milano"
"509665175","ITC4C","Milano"
"576587428","ITC4C","Milano"
"550867884","ITC42","Como"
"566114513","ITC4C","Milano"
"536841912","ITC4C","Milano"
"592991454","ITC41","Varese"
"585280240","ITC43","Lecco"
"536756418","ITC43","Lecco"
"492869609","ITC41","Varese"
"591579228","ITC47","Brescia"
"605117007","ITC46","Bergamo"
"509992962","ITC43","Lecco"
"561535415","ITC41","Varese"
"557672670","ITC4D","Monza e della Brianza"
"606533722","ITC47","Brescia"
"586871795","ITC4C","Milano"
"561586738","ITC4C","Milano"
"581568395","ITC4C","Milano"
"551065081","ITC4A","Cremona"
"599598584","ITC4C","Milano"
"556081372","ITC4C","Milano"
"589987815","ITC4C","Milano"
"533788550","ITC4B","Mantova"
"547901095","ITC46","Bergamo"
"556080474","ITC47","Brescia"
"544411945","ITC4C","Milano"
"607904864","ITC4D","Monza e della Brianza"
"560042555","ITC47","Brescia"
"533509373","ITC4C","Milano"
"594558909","ITC46","Bergamo"
"556083830","ITC47","Brescia"
"597502038","ITC4C","Milano"
"595189663","ITC4C","Milano"
"607598367","ITC4C","Milano"
"546820911","ITC47","Brescia"
"552345439","ITC4C","Milano"
"610953511","ITC4D","Monza e della Brianza"
"557677682","ITC4D","Monza e della Brianza"
"509992391","ITC4D","Monza e della Brianza"
"614835387","ITC42","Como"
"590077989","ITC48","Pavia"
"538052620","ITC4C","Milano"
"593736661","ITC48","Pavia"
"533788075","ITC41","Varese"
"589075963","ITC4B","Mantova"
"578214980","ITC4C","Milano"
"561677107","ITC4C","Milano"
"507657722","ITC46","Bergamo"
"580755749","ITC4C","Milano"
"573604628","ITC48","Pavia"
"597000908","ITC46","Bergamo"
"576584931","ITC4C","Milano"
"572272262","ITC4C","Milano"
"566080941","ITC48","Pavia"
"596135587","ITC4C","Milano"
"556080366","ITC41","Varese"
"609769862","ITC47","Brescia"
"599581406","ITC4B","Mantova"
"576586842","ITC4D","Monza e della Brianza"
"505278257","ITC46","Bergamo"
"612565993","ITC4C","Milano"
"605548301","ITC4C","Milano"
"566340431","ITC4D","Monza e della Brianza"
"599762736","ITC4A","Cremona"
"461751269","ITC4C","Milano"
"563492646","ITC43","Lecco"
"592706914","ITC4D","Monza e della Brianza"
"548810370","ITC47","Brescia"
"497722035","ITC4C","Milano"
"552469156","ITC4C","Milano"
"542200186","ITC4C","Milano"
"576498220","ITC46","Bergamo"
"588075592","ITC4D","Monza e della Brianza"
"572289092","ITC41","Varese"
"607580667","ITC4C","Milano"
"533808807","ITC41","Varese"
"550868487","ITC4C","Milano"
"586872354","ITC4D","Monza e della Brianza"
"547902673","ITC4B","Mantova"
"563635612","ITC47","Brescia"
"543529702","ITC4C","Milano"
"572286863","ITC4D","Monza e della Brianza"
"595297696","ITC41","Varese"
"548130493","ITC4C","Milano"
"552720672","ITC4C","Milano"
"574611579","ITC47","Brescia"
"589971383","ITC4C","Milano"
"504317670","ITC4D","Monza e della Brianza"
"547622612","ITC4C","Milano"
"605067264","ITC4C","Milano"
"595227756","ITC4C","Milano"
"561536943","ITC41","Varese"
"533804137","ITC4D","Monza e della Brianza"
"552715917","ITC4C","Milano"
"592104741","ITC4C","Milano"
"530739771","ITC49","Lodi"
"533815731","ITC4C","Milano"
"557672148","ITC4C","Milano"
"592666943","ITC48","Pavia"
"566115503","ITC4C","Milano"
"580470456","ITC4C","Milano"
"546762921","ITC4C","Milano"
"550868198","ITC41","Varese"
"561541933","ITC4C","Milano"
"499599102","ITC4C","Milano"
"607230477","ITC41","Varese"
"552743654","ITC4B","Mantova"
"536771615","ITC4C","Milano"
"547901188","ITC46","Bergamo"
"606533943","ITC4C","Milano"
"582935995","ITC4D","Monza e della Brianza"
"543506162","ITC47","Brescia"
"566079513","ITC46","Bergamo"
"615498434","ITC4C","Milano"
"572459424","ITC43","Lecco"
"543529287","ITC46","Bergamo"
"591575525","ITC4D","Monza e della Brianza"
"611352079","ITC41","Varese"
"572283454","ITC4C","Milano"
"533797332","ITC4C","Milano"
"536752181","ITC41","Varese"
"570213588","ITC43","Lecco"
"550858632","ITC48","Pavia"
"542326624","ITC46","Bergamo"
"615472556","ITC4C","Milano"
"607864478","ITC42","Como"
"561537603","ITC4C","Milano"
"599580434","ITC41","Varese"
"547903219","ITC4C","Milano"
"612968819","ITC4C","Milano"
"612872902","ITC4C","Milano"
"607965585","ITC4C","Milano"
"586212742","ITC4C","Milano"
"540853683","ITC4D","Monza e della Brianza"
"593190393","ITC4C","Milano"
"561542488","ITC46","Bergamo"
"605067363","ITC4C","Milano"
"563450624","ITC4C","Milano"
"566229029","ITC4A","Cremona"
"575786157","ITC46","Bergamo"
"591380454","ITC4C","Milano"
"580304523","ITC42","Como"
"566979769","ITC46","Bergamo"
"541042373","ITC4D","Monza e della Brianza"
"503857645","ITC4C","Milano"
"611333363","ITC4C","Milano"
"593097882","ITC4C","Milano"
"580482455","ITC48","Pavia"
"566079385","ITC4B","Mantova"
"543454473","ITC49","Lodi"
"582603327","ITC43","Lecco"
"586849653","ITC4C","Milano"
"566077099","ITC4C","Milano"
"613937677","ITC4D","Monza e della Brianza"
"550865195","ITC41","Varese"
"590154167","ITC4C","Milano"
"566335291","ITC4C","Milano"
"588291984","ITC41","Varese"
"614840537","ITC4D","Monza e della Brianza"
"609574184","ITC4A","Cremona"
"543462651","ITC4C","Milano"
"546159248","ITC4C","Milano"
"597994726","ITC4C","Milano"
"566763916","ITC4C","Milano"
"580478469","ITC4D","Monza e della Brianza"
"561533997","ITC4C","Milano"
"599581871","ITC4C","Milano"
"609574644","ITC4D","Monza e della Brianza"
"533783399","ITC46","Bergamo"
"566115423","ITC4B","Mantova"
"580478577","ITC4C","Milano"
"609519163","ITC4C","Milano"
"533800004","ITC4C","Milano"
"576584591","ITC4D","Monza e della Brianza"
"548810434","ITC41","Varese"
"585183503","ITC4C","Milano"
"567571920","ITC46","Bergamo"
"576373678","ITC4C","Milano"
"577826249","ITC4C","Milano"
"566838870","ITC43","Lecco"
"530890354","ITC4C","Milano"
"580755648","ITC4C","Milano"
"610940022","ITC4B","Mantova"
"550870694","ITC4C","Milano"
"582603721","ITC4C","Milano"
"568289429","ITC48","Pavia"
"605746363","ITC47","Brescia"
"547532749","ITC41","Varese"
"607865138","ITC41","Varese"
"573498648","ITC46","Bergamo"
"507648797","ITC43","Lecco"
"566081940","ITC46","Bergamo"
"550868607","ITC4A","Cremona"
"593421086","ITC4C","Milano"
"594522016","ITC46","Bergamo"
"587459079","ITC4C","Milano"
"607866550","ITC4B","Mantova"
"547534488","ITC4C","Milano"
